param,median,ci_2.5%,ci_97.5%,prior_low,prior_high,constrained_%
PSI_BRANCH,1.2374469666870185,0.06499216612171566,1.9455049281554664,0.000927297031275,1.9887098407212287,5.396454556697949
DEPLETION_RADIUS,6.039750587654422,1.1245209722666045,9.785356365356318,0.0058255526709483,9.994609140734095,13.294393489116796
HYPHA_RADIUS_UM,1.440002819823007,1.0971530576791424,1.9223678365455972,0.0007120422023989,2.7989450487626977,70.5094330267785
MU_MAX,11.901119493586432,5.780454965404136,18.61586807084184,0.0063496651411615,19.144942075591203,32.93439334426015
MAX_DEVIATION_DEG,33.20066175252859,18.422895306584564,129.3246825878691,0.0031830585385805,139.98962658117966,20.77676631355555
