MU_MAX,DEPLETION_RADIUS,HYPHA_RADIUS_UM,PSI_BRANCH,MIN_BRANCH_ANGLE_DEG,APICAL_BRANCH_MIN_STEP,LATERAL_DISTANCE_FROM_TIP,PHI_N,PHI_P,LATERAL_BRANCH_MIN_STEP,MAX_DEVIATION_DEG,nutrient_pm_fraction,total_tips,n_apical_events,n_lateral_events,avg_length_um,avg_volume_um3
9.58,5.0,1.4,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.09,12.0,8.0,0.0,92.23747472416052,567.9542430390301
0.58869430468788,0.9691195377726692,2.580743429257649,1.3700326132143252,27.39774740118487,5,7.4548525180749,0.2773890092631014,0.1633254451394359,1,123.57176126859422,0.11,4.0,0.0,0.0,0.4409503096989908,9.226334273378493
9.58,5.0,1.4,0.995,50.0,3,4.83,0.15,0.15,7,70.0,0.05,14.0,10.0,0.0,103.94731015574598,640.057807653594
12.833034445073942,7.648847437884872,2.0153075508314053,0.5082794076332076,19.77827722676301,2,5.592309443386853,0.1590901575165374,0.0490683891176545,9,30.890964668654544,0.05,4.0,0.0,0.0,71.54511664412269,912.8775629014242
13.210621527656285,5.011270497228527,2.580633096105277,1.1199606641398805,73.60845761283059,1,2.6814431376294268,0.0174936830036856,0.2544390886397283,8,114.21421471721705,0.07,202.2,198.2,0.0,1254.485943890209,26246.30659240901
9.58,5.0,1.4,0.995,50.0,3,4.6,0.15,0.1575,7,70.0,0.05,3.0,0.0,0.0,66.6178022663725,410.2005564687332
17.31311872277469,1.293177314196725,2.502052418939172,1.219893971953004,74.0383922052886,6,4.200793093417466,0.2510432731746868,0.1722896954933826,3,63.11859389909687,0.03,46.2,2.8,39.4,341.57477666285627,6717.821715627225
4.09878846853019,7.706737677793547,0.4893337825816765,0.4448674264445412,18.635228456013188,3,2.69937610787667,0.0797087529666688,0.1633199517145243,2,129.32570674464205,0.03,147.4,0.0,143.4,291.11569780714177,218.99081322289803
14.36324628025195,7.1707518186214925,1.6398932436800318,1.541783179271531,23.7734768631834,0,6.836943402321433,0.2232579650721313,0.0187280793503745,8,75.28680606872938,0.07,124.8,121.2,0.0,1003.3589171888344,8476.905479014611
11.736526913832614,8.730311425074234,0.3208725271601926,0.3279902592559749,85.38562066614026,1,4.062639297182478,0.1939125927015489,0.1864139880322768,0,29.455751070625997,0.07,626.4,0.0,622.6,2723.2158709343444,880.8399664176601
9.58,5.0,1.4,0.995,50.0,3,4.6,0.15,0.1575,7,70.0,0.05,12.0,8.0,0.0,94.61304655301888,582.5818778900377
11.398032049360454,3.777146329273662,2.254374740030366,1.8591418876496355,27.90897081191292,5,7.957990354725156,0.2905864148762042,0.1813826410749198,7,57.05980904743949,0.09,9.4,5.4,0.0,97.76443129429214,1560.9283560250065
17.359672153258145,0.7757054162755073,1.1291720479301153,0.5181699138784669,5.606614982369507,1,5.830548410196977,0.165684987190581,0.282853569471239,10,8.710767887182772,0.03,4.0,0.0,0.0,0.0,0.0
