pm_fraction,total_tips,n_apical_events,n_lateral_events,avg_length_um,avg_volume_um3,citric_total_mmol
0.01,4,0,0,47.66133943924714,293.47572713147304,0.0
0.03,4,0,0,47.65922719295699,293.4627209293147,0.0
0.05,6,2,0,52.3874720511033,322.576990778338,0.0
0.07,6,2,0,52.38301037320806,322.5495179003211,0.0
0.09,6,2,0,52.37809784606011,322.51926890829196,0.0

mean,5.2,1.2,0.0,50.49382938051512,310.91684512954777,0.0
std,0.9797958971132712,0.9797958971132713,0.0,2.313582670507604,14.245935269433105,0.0
