pm_pct,total_tips,n_apical_events,n_lateral_events,avg_length_um,avg_volume_um3,citric_total_mmol,total_tips_pct_dev,n_apical_events_pct_dev,n_lateral_events_pct_dev,avg_length_um_pct_dev,avg_volume_um3_pct_dev,citric_total_mmol_pct_dev
1.0,7,3,0,69.62309023650383,428.7056820621505,0.0,16.666666666666664,50.0,nan,2.766556408551888,2.766556408551888,nan
3.0,6,2,0,67.74923594850196,417.1673838065851,0.0,0.0,0.0,nan,0.0006700950428511944,0.0006700950428554579,nan
5.0,6,2,0,67.74878196727241,417.16458840735766,0.0,0.0,0.0,nan,0.0,0.0,nan
7.0,7,3,0,69.62267148320788,428.7031035796852,0.0,16.666666666666664,50.0,nan,2.7659383113938474,2.7659383113938443,nan
9.0,6,2,0,67.7807797717458,417.36161557958826,0.0,0.0,0.0,nan,0.04723008081362818,0.04723008081362118,nan
