run_id,sweep_type,varied_param,direction,RNG_SEED,MU_MAX,DEPLETION_RADIUS,HYPHA_RADIUS_UM,PSI_BRANCH,MIN_BRANCH_ANGLE_DEG,APICAL_BRANCH_MIN_STEP,LATERAL_DISTANCE_FROM_TIP,PHI_N,PHI_P,LATERAL_BRANCH_MIN_STEP,MAX_DEVIATION_DEG,nutrient_pm_fraction,total_tips,n_apical_events,n_lateral_events,avg_length_um,avg_volume_um3,citric_total_mmol
129,param_pm5,HYPHA_RADIUS_UM,minus5pct,9.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,8,4,0,78.21008689173176,434.6262202579031,0.0
130,param_pm5,HYPHA_RADIUS_UM,minus5pct,10.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,89.93520428844492,499.78461169746527,0.0
131,param_pm5,HYPHA_RADIUS_UM,minus5pct,11.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,3,0,0,66.61782574771246,370.2061327026711,0.0
132,param_pm5,HYPHA_RADIUS_UM,minus5pct,12.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,82.90291437059588,460.7050286382677,0.0
133,param_pm5,HYPHA_RADIUS_UM,minus5pct,13.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,14,10,0,103.97982913341573,577.8328846748378,0.0
134,param_pm5,HYPHA_RADIUS_UM,minus5pct,14.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,5,1,0,61.743095261526896,343.1164596158767,0.0
135,param_pm5,HYPHA_RADIUS_UM,minus5pct,15.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,85.23468641673642,473.6630665486468,0.0
136,param_pm5,HYPHA_RADIUS_UM,minus5pct,16.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,8,4,0,78.22417527016164,434.7045116766944,0.0
137,param_pm5,HYPHA_RADIUS_UM,minus5pct,17.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,89.91940001087464,499.6967847470389,0.0
138,param_pm5,HYPHA_RADIUS_UM,minus5pct,18.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,87.58469167509455,486.72242939579854,0.0
139,param_pm5,HYPHA_RADIUS_UM,minus5pct,19.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,6,2,0,73.52415707401532,408.5857433065445,0.0
140,param_pm5,HYPHA_RADIUS_UM,minus5pct,20.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,85.23888823399415,473.6864167330734,0.0
141,param_pm5,HYPHA_RADIUS_UM,minus5pct,21.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,13,9,0,96.95675948199863,538.8045401413643,0.0
142,param_pm5,HYPHA_RADIUS_UM,minus5pct,22.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,6,2,0,71.19463200264393,395.6401922017648,0.0
143,param_pm5,HYPHA_RADIUS_UM,minus5pct,23.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,3,0,0,66.62861725156965,370.26610285126384,0.0
144,param_pm5,HYPHA_RADIUS_UM,minus5pct,24.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,8,4,0,78.22300615721079,434.69801472517474,0.0
145,param_pm5,HYPHA_RADIUS_UM,minus5pct,25.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,92.25663233405858,512.6851663083107,0.0
146,param_pm5,HYPHA_RADIUS_UM,minus5pct,26.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,89.93261545315882,499.77022511716615,0.0
147,param_pm5,HYPHA_RADIUS_UM,minus5pct,27.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,7,3,0,73.52459350931488,408.58816864874996,0.0
148,param_pm5,HYPHA_RADIUS_UM,minus5pct,28.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,89.94494206523765,499.8387261127453,0.0
149,param_pm5,HYPHA_RADIUS_UM,minus5pct,29.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,8,4,0,78.20085221584351,434.57490165647806,0.0
150,param_pm5,HYPHA_RADIUS_UM,minus5pct,30.0,9.58,5.0,1.3299999999999998,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,15,11,0,101.64365914923948,564.8504067048532,0.0
151,param_pm5,HYPHA_RADIUS_UM,plus5pct,1.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,94.5460015802191,641.841374341515,0.0
152,param_pm5,HYPHA_RADIUS_UM,plus5pct,2.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,,,,,,
153,param_pm5,HYPHA_RADIUS_UM,plus5pct,3.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,87.57307621635049,594.5045020896629,0.0
154,param_pm5,HYPHA_RADIUS_UM,plus5pct,4.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,8,4,0,75.84904218758604,514.9139325459664,0.0
155,param_pm5,HYPHA_RADIUS_UM,plus5pct,5.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,89.89563828754439,610.2716038904065,0.0
156,param_pm5,HYPHA_RADIUS_UM,plus5pct,6.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,7,3,0,75.84910611094242,514.9143665003826,0.0
157,param_pm5,HYPHA_RADIUS_UM,plus5pct,7.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,16,12,0,108.624886219301,737.4182418442289,0.0
158,param_pm5,HYPHA_RADIUS_UM,plus5pct,8.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,87.53709303094956,594.2602242060411,0.0
159,param_pm5,HYPHA_RADIUS_UM,plus5pct,9.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,82.8569154302033,562.48805432875,0.0
160,param_pm5,HYPHA_RADIUS_UM,plus5pct,10.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,89.88133741835728,610.1745200436026,0.0
161,param_pm5,HYPHA_RADIUS_UM,plus5pct,11.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,3,0,0,66.59567332993863,452.0958875137587,0.0
162,param_pm5,HYPHA_RADIUS_UM,plus5pct,12.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,82.85709121126725,562.4892476479574,0.0
163,param_pm5,HYPHA_RADIUS_UM,plus5pct,13.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,14,10,0,103.91244894529981,705.42707176945,0.0
164,param_pm5,HYPHA_RADIUS_UM,plus5pct,14.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,5,1,0,61.717744461798745,418.98125002154677,0.0
165,param_pm5,HYPHA_RADIUS_UM,plus5pct,15.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,92.20975361382649,625.9813635479362,0.0
166,param_pm5,HYPHA_RADIUS_UM,plus5pct,16.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,9,5,0,80.52387265609079,546.6498025200431,0.0
167,param_pm5,HYPHA_RADIUS_UM,plus5pct,17.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,89.86711911598833,610.0779967154791,0.0
168,param_pm5,HYPHA_RADIUS_UM,plus5pct,18.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,14,10,0,99.24315556486088,673.728791245531,0.0
169,param_pm5,HYPHA_RADIUS_UM,plus5pct,19.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,14,10,0,96.91089392668273,657.8958423090057,0.0
170,param_pm5,HYPHA_RADIUS_UM,plus5pct,20.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,89.87514850407963,610.1325055619825,0.0
171,param_pm5,HYPHA_RADIUS_UM,plus5pct,21.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,13,9,0,96.89751448860198,657.805013751667,0.0
172,param_pm5,HYPHA_RADIUS_UM,plus5pct,22.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,7,3,0,73.50671333241124,499.01264061994465,0.0
173,param_pm5,HYPHA_RADIUS_UM,plus5pct,23.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,3,0,0,66.60648622860948,452.16929268825066,0.0
174,param_pm5,HYPHA_RADIUS_UM,plus5pct,24.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,94.58335288821863,642.094939954647,0.0
175,param_pm5,HYPHA_RADIUS_UM,plus5pct,25.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,92.20114087590514,625.9228945333624,0.0
176,param_pm5,HYPHA_RADIUS_UM,plus5pct,26.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,14,10,0,101.58483502524413,689.6256746461945,0.0
177,param_pm5,HYPHA_RADIUS_UM,plus5pct,27.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,8,4,0,78.17827307560613,530.7263067271957,0.0
178,param_pm5,HYPHA_RADIUS_UM,plus5pct,28.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,89.8932705493065,610.2555301026281,0.0
179,param_pm5,HYPHA_RADIUS_UM,plus5pct,29.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,85.18821682002405,578.314484458397,0.0
180,param_pm5,HYPHA_RADIUS_UM,plus5pct,30.0,9.58,5.0,1.47,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.05,15,11,0,101.57565455627454,689.5633514942679,0.0
181,param_pm5,PSI_BRANCH,minus5pct,1.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.45742377769186,409.21302246034065,0.0
182,param_pm5,PSI_BRANCH,minus5pct,2.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,,,,,,
183,param_pm5,PSI_BRANCH,minus5pct,3.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.48435848202904,409.37887348411437,0.0
184,param_pm5,PSI_BRANCH,minus5pct,4.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.4842746027202,409.3783569954584,0.0
185,param_pm5,PSI_BRANCH,minus5pct,5.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.4684474561646,409.2809009986595,0.0
186,param_pm5,PSI_BRANCH,minus5pct,6.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.48062535595145,409.35588667965226,0.0
187,param_pm5,PSI_BRANCH,minus5pct,7.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.48375500179426,409.37515754153293,0.0
188,param_pm5,PSI_BRANCH,minus5pct,8.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.46367366842577,409.25150629753887,0.0
189,param_pm5,PSI_BRANCH,minus5pct,9.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.46607880785713,409.266315995541,0.0
190,param_pm5,PSI_BRANCH,minus5pct,10.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.4624014267373,409.2436724418604,0.0
191,param_pm5,PSI_BRANCH,minus5pct,11.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,3,0,0,66.6069526443443,410.13374968673156,0.0
192,param_pm5,PSI_BRANCH,minus5pct,12.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.47249434255598,409.3058197890313,0.0
193,param_pm5,PSI_BRANCH,minus5pct,13.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.45318209415572,409.1869042023422,0.0
194,param_pm5,PSI_BRANCH,minus5pct,14.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,57.03112124556863,351.1703610008916,0.0
195,param_pm5,PSI_BRANCH,minus5pct,15.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.45316294692967,409.1867863028841,0.0
196,param_pm5,PSI_BRANCH,minus5pct,16.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.47743770169417,409.33625862970644,0.0
197,param_pm5,PSI_BRANCH,minus5pct,17.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.45559978209309,409.20179116804104,0.0
198,param_pm5,PSI_BRANCH,minus5pct,18.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.46430165590495,409.2553731440071,0.0
199,param_pm5,PSI_BRANCH,minus5pct,19.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.46704119497693,409.27224191501966,0.0
200,param_pm5,PSI_BRANCH,minus5pct,20.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.45910998632303,409.22340532641095,0.0
201,param_pm5,PSI_BRANCH,minus5pct,21.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.45947868353761,409.22567558747403,0.0
202,param_pm5,PSI_BRANCH,minus5pct,22.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.48521913792648,409.38417299139394,0.0
203,param_pm5,PSI_BRANCH,minus5pct,23.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,3,0,0,66.6178022663725,410.20055646873317,0.0
204,param_pm5,PSI_BRANCH,minus5pct,24.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.47732967796986,409.33559347129057,0.0
205,param_pm5,PSI_BRANCH,minus5pct,25.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.44991732437626,409.1668013119027,0.0
206,param_pm5,PSI_BRANCH,minus5pct,26.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.47167450937528,409.3007716485119,0.0
207,param_pm5,PSI_BRANCH,minus5pct,27.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.47515600884672,409.32220905671136,0.0
208,param_pm5,PSI_BRANCH,minus5pct,28.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.47022321203602,409.2918352537959,0.0
209,param_pm5,PSI_BRANCH,minus5pct,29.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.45988037646558,409.2281490203549,0.0
210,param_pm5,PSI_BRANCH,minus5pct,30.0,9.58,5.0,1.4,0.9452499999999999,50.0,3,4.6,0.15,0.15,7,70.0,0.05,4,0,0,66.46130738781062,409.236935873537,0.0
211,param_pm5,PSI_BRANCH,plus5pct,1.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,46,42,0,247.72789823769915,1525.389884577879,0.0
212,param_pm5,PSI_BRANCH,plus5pct,2.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,,,,,,
213,param_pm5,PSI_BRANCH,plus5pct,3.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,62,58,0,303.5769367311225,1869.281545498224,0.0
214,param_pm5,PSI_BRANCH,plus5pct,4.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,41,37,0,222.5805860741931,1370.544766723095,0.0
215,param_pm5,PSI_BRANCH,plus5pct,5.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,47,43,0,250.34166787207647,1541.4842275616893,0.0
216,param_pm5,PSI_BRANCH,plus5pct,6.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,53,49,0,270.8260760405987,1667.617413343803,0.0
217,param_pm5,PSI_BRANCH,plus5pct,7.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,58,54,0,293.58448891339634,1807.75283221335,0.0
218,param_pm5,PSI_BRANCH,plus5pct,8.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,50,46,0,252.39882250028415,1554.1512016215493,0.0
219,param_pm5,PSI_BRANCH,plus5pct,9.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,55,51,0,284.54093543839946,1752.0669563409326,0.0
220,param_pm5,PSI_BRANCH,plus5pct,10.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,56,52,0,284.6728984533739,1752.8795214561756,0.0
221,param_pm5,PSI_BRANCH,plus5pct,11.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,41,38,0,275.47676364522187,1696.2541227289405,0.0
222,param_pm5,PSI_BRANCH,plus5pct,12.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,62,58,0,302.86219594145626,1864.8805136467126,0.0
223,param_pm5,PSI_BRANCH,plus5pct,13.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,60,56,0,295.9710807936885,1822.4483232691064,0.0
224,param_pm5,PSI_BRANCH,plus5pct,14.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,38,34,0,192.3807741352308,1184.5887723617104,0.0
225,param_pm5,PSI_BRANCH,plus5pct,15.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,57,53,0,286.8466117551145,1766.2642080661028,0.0
226,param_pm5,PSI_BRANCH,plus5pct,16.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,57,53,0,282.3187241583831,1738.383642382166,0.0
227,param_pm5,PSI_BRANCH,plus5pct,17.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,64,60,0,307.6757988034855,1894.5203772484665,0.0
228,param_pm5,PSI_BRANCH,plus5pct,18.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,53,49,0,266.21264366668606,1639.210103846517,0.0
229,param_pm5,PSI_BRANCH,plus5pct,19.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,52,48,0,257.1118925801213,1583.172032445343,0.0
230,param_pm5,PSI_BRANCH,plus5pct,20.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,54,50,0,275.54397958159643,1696.6680063091007,0.0
231,param_pm5,PSI_BRANCH,plus5pct,21.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,52,48,0,272.91804102502556,1680.4987329240225,0.0
232,param_pm5,PSI_BRANCH,plus5pct,22.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,64,60,0,307.68903253716286,1894.601864249447,0.0
233,param_pm5,PSI_BRANCH,plus5pct,23.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,28,25,0,210.54744845199278,1296.450461886158,0.0
234,param_pm5,PSI_BRANCH,plus5pct,24.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,45,41,0,240.90663152275283,1483.3877874341692,0.0
235,param_pm5,PSI_BRANCH,plus5pct,25.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,49,45,0,261.5922471121596,1610.7599122566683,0.0
236,param_pm5,PSI_BRANCH,plus5pct,26.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,58,54,0,293.8060882540019,1809.1173349399044,0.0
237,param_pm5,PSI_BRANCH,plus5pct,27.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,52,48,0,272.99077988263446,1680.946624010984,0.0
238,param_pm5,PSI_BRANCH,plus5pct,28.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,38,34,0,206.38046234449618,1270.7921549180307,0.0
239,param_pm5,PSI_BRANCH,plus5pct,29.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,54,50,0,268.41610149260845,1652.7779430066062,0.0
240,param_pm5,PSI_BRANCH,plus5pct,30.0,9.58,5.0,1.4,1.04475,50.0,3,4.6,0.15,0.15,7,70.0,0.05,53,49,0,275.29682704633103,1695.1461592344533,0.0
241,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,1.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,94.57529811772245,582.3494410842948,0.0
242,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,2.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,,,,,,
243,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,3.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,87.59769080035771,539.3846733040746,0.0
244,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,4.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,7,3,0,73.52095266500335,452.70685416350295,0.0
245,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,5.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,7,3,0,73.50122396428608,452.585374262676,0.0
246,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,6.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,7,3,0,75.86878236539712,467.1636662592315,0.0
247,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,7.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,15,11,0,103.9891413565512,640.3153841761495,0.0
248,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,8.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,87.56167394859519,539.1628987613456,0.0
249,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,9.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,82.87896245549652,510.3290015911709,0.0
250,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,10.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,11,7,0,89.90896585033329,553.6163993502347,0.0
251,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,11.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,3,0,0,66.6069526443443,410.13374968673156,0.0
252,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,12.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,82.88052902973286,510.33864780587083,0.0
253,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,13.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,14,10,0,103.94731015574598,640.057807653594,0.0
254,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,14.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,5,1,0,61.73042098199042,380.1064006376516,0.0
255,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,15.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,85.21097332399145,524.6884088877791,0.0
256,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,16.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,8,4,0,78.20478833376683,481.5476734696169,0.0
257,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,17.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,12,8,0,89.89379624283885,553.5229921644085,0.0
258,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,18.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,14,10,0,99.275739499932,611.2925104296536,0.0
259,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,19.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,14,10,0,96.94413759168742,596.9356213146208,0.0
260,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,20.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,10,6,0,85.21544403179648,524.7159373676606,0.0
261,param_pm5,MIN_BRANCH_ANGLE_DEG,minus5pct,21.0,9.58,5.0,1.4,0.995,47.5,3,4.6,0.15,0.15,7,70.0,0.05,13,9,0,96.92381369991962,596.8104765120435,0.0
